title,rate,comments,likes,shares,total_time,number people,difficulty,cost,time_preparation,time_cooking,ingredients,recipe,category,links
Blanquette de veau à l'ancienne,4.8,65,8.1k,103,2h10,6,facile,Coût moyen,30 min,1h40,"[""kg d'épaule de veau (ou tendron, flanchet)"", 'carottes', 'g de champignon', 'oignons jaunes', ""g d'oignon grelots"", 'clous de girofle', 'poireau', 'branches de thym', 'feuille de laurier', 'brin de cerfeuil', 'branches de céleri', ""gousses d'ail"", 'g de beurre', 'g de farine', ""jaunes d'oeuf"", 'cl de crème fraîche', 'citron', 'poivre', 'sel']","Mettre les petits oignons à tremper dans un bol d'eau froide.
Couper le veau en gros dés. Peler les carottes et les couper en gros bâtons. Peler les oignons jaunes, les piquer avec les clous de girofle. Laver et émincer en julienne le poireau et le céleri, et les mettre en bouquet garni avec le thym et le laurier. Eplucher les gousses d'ail. Dans une cocotte-minute, placer la viande, les carottes, le bouquet garni, les oignons piqués et les gousses d'ail. Couvrir d'eau, assaisonner et faire mijoter pendant 1 h. Découper les champignons en lamelles. Egoutter les champignons. Dans une casserole, faire bouillir 20 cl d'eau et le jus du demi-citron. Saler et y plonger les champignons pendant 3 min à feu vif. Egoutter et éplucher les petits oignons. Les faire ""glacer"" dans une casserole avec 30 g de beurre et 1 verre d'eau. Saler et laisser cuire 25 min. Dans une casserole, faire fondre le reste de beurre et y ajouter la farine. Remuer et laisser roussir quelques minutes, en fouettant. Laisser refroidir. Lorsque la viande a fini de mijoter, récupérer 1 litre de bouillon, le filtrer et le verser dans la casserole contenant le roux beurre + farine en fouettant. Porter le tout à ébullition et laisser chauffer 5 min à feu doux. Assaisonner. Battre les jaunes d'oeufs et y incorporer la crème. Ajouter une louche de bouillon, délayer et reverser le tout dans la casserole. Egoutter la viande, les carottes, les oignons et les champignons, les recouvrir de la sauce bien chaude. Arroser avec le jus du 1/2 citron et servir. On peut aussi réserver le tout dans une casserole et réchauffer à feu très doux avant de servir.",meal,https://www.marmiton.org/recettes/recette_blanquette-de-veau-a-l-ancienne_28334.aspx
Verrines avocats crevettes et fromage frais,4.8,56,11k,210,45 min,4,facile,Coût moyen,45 min,no data,"['avocats bien mûrs', 'crevettes moyennes décortiquées', 'citrons verts', 'fromage frais type carrés frais (150 g en tout)', 'crème', 'ciboulette fraîche']","Ecrasez avec une fourchette la chair de 2 avocats et arrosez-les avec le demi jus du citron vert. Dans vos quatre verrines, répartissez la purée d'avocat sur environ 2 cm de hauteur. Réservez une partie de la purée pour une autre couche. Coupez environ 16 crevettes en morceaux et disposez-les sur la purée d'avocat (4 crevettes coupées par verrine). Réservez 16 crevettes entières pour la décoration du dessus de la verrine. Ecrasez avec une fourchette les 6 carrés frais et la ciboulette ciselée en petits morceaux. Rajoutez un peu de crème (environ 5 cl) pour que le mélange soit moins épais. Dans vos 4 verrines, répartissez le mélange de fromage frais sur environ 2 cm. Réservez une partie du mélange pour une autre couche. Prenez le 3ème avocat, enlevez la peau, coupez-le en petits morceaux et arrosez le tout du jus d'un demi citron vert. Mélangez les morceaux d'avocat avec des morceaux de crevettes (environ 12 crevettes). Répartissez ce mélange dans les verrines sur environ 4 cm de hauteur. Enfin, mélangez le reste de purée d'avocat et de fromage frais et répartissez le mélange dans les verrines pour constituer la dernière couche. Décorez le dessus des verrines avec des crevettes entières (environ 4 par verrines), quelques brins de ciboulette et des rondelles de citron vert. Réservez au frais et ne sortez les verrines qu'au moment de passer à table. Je vous conseille d'accompagner ces verrines d'une mayonnaise au citron... Régalez-vous bien!",meal,https://www.marmiton.org/recettes/recette_verrines-avocats-crevettes-et-fromage-frais_68529.aspx
Crevettes à la bisque de homard relevée,4.2,15,6.9k,12,30 min,4,très facile,Coût moyen,15 min,15 min,"['g de crevette rose', 'boîte de homard de 300 g', ""gousses d'ail"", 'brins de thym', ""cuillère à café de coulis de piment d'espelette"", ""huile d'olive"", 'poivre', 'sel', 'eau']","Décortiquer les crevettes. Les faire revenir dans un peu d'huile d'olive, avec l'ail écrasé et le thym émietté. Rajouter la boîte de bisque de homard. Délayer la bisque avec un peu d'eau si elle est épaisse. Incorporer ""une pointe"" de coulis de piment d'Espelette. Mélanger doucement. Goûter et rectifier selon votre goût avec sel, poivre et éventuellement du coulis (attention quand même !). Laisser cuire pendant une quinzaine de minutes. Servir chaud.",meal,https://www.marmiton.org/recettes/recette_crevettes-a-la-bisque-de-homard-relevee_33797.aspx
Brochettes crevettes - clémentines,4.6,8,545,19,30 min,30,très facile,bon marché,30 min,no data,"['sachet de pain de mie classique', 'crevettes avec queues (surgelées ou fraîches)', 'pot de fromage frais nature', 'branche de persil plat', 'clémentines (30 quartiers)']","Décortiquez les crevettes, sans ôter la queue (c'est plus esthétique!). Découpez dans les tranches de pain de mie, des petits toast ronds à l'aide d'un verre à digestif (entre 3 et 4 cm de diamètre pour 1 toast). Epluchez les clémentines, recueillir 30 quartiers... et mangez le reste! Tartinez vos toasts de fromage frais, et placez sur chacun d'eux 1 feuille de persil plat. Ca se complique un peu : embrochez vos quartiers sur les cure-dents (1 quartier par cure-dents), puis embrochez les crevettes (queue vers le haut). Plantez ensuite le cure-dents garni au milieu du toast. Cela nous donne, pour chaque amuse-gueule : - 1 petit toast - 1 couche de fromage frais - 1 feuille de persil - 1 crevette et 1 clémentine plantées sur le toast avec le cure-dents.",meal,https://www.marmiton.org/recettes/recette_brochettes-crevettes-clementines_45401.aspx
Curry de crevettes (Sud de l'Inde),4.7,195,20k,58,35 min,4,facile,Coût moyen,15 min,20 min,"['g de crevettes cuites', 'g de beurre', 'oignon émincé', ""gousses d'ail écrasées"", 'cuillère à soupe de curry', 'g de tomate fraîches coupées en morceaux', 'cuillères à soupe de jus de citron']",Eplucher les crevettes cuites en laissant les queues. Réserver. Faire fondre le beurre dans une poêle. Faire revenir l'oignon et l’ail jusqu’à ce que l’oignon devienne tendre. Ajouter la poudre de curry et faire revenir 2 min. Ajouter ensuite les tomates et le jus de citron. Couvrir.  Donner un bouillon et faire frémir à feu doux pendant 10 min. Jeter les crevettes dans la préparation et laisser sur le feu jusqu’à ce que les crevettes soient chaudes. Déguster.,meal,https://www.marmiton.org/recettes/recette_curry-de-crevettes-sud-de-l-inde_14937.aspx
Crevettes marinées,4.9,29,3.8k,53,25 min,4,facile,Coût moyen,20 min,5 min,"['g de crevette rose', 'cuillères à soupe de paprika', 'cuillères à soupe de curry', 'cuillères à soupe de cumin', 'cuillères à soupe de piment doux', 'cuillères à soupe de fenouil', ""cuillères à soupe d'huile d'olive"", 'oignon', 'échalote']","Dans un plat, verser l'huile d'olive, mettre toutes les épices ainsi que l'oignon et l'échalote hachés. Mélanger le tout. Décortiquer les crevettes et les mettre à mariner au frigo une demi journée. Au moment de la cuisson, verser tout votre contenu dans une poêle et faire cuire les crevettes 5 bonnes minutes; les égoutter au besoin avant de servir.",meal,https://www.marmiton.org/recettes/recette_crevettes-marinees_71364.aspx
Crevettes au lait de coco,4.8,131,6.8k,135,30 min,4,très facile,Coût moyen,15 min,15 min,"['g de crevette rose décortiquées', 'cl de lait de coco', 'poivron jaune', 'citron vert', 'tomate', ""gousse d'ail"", 'fines herbes', 'huile']","Couper le poivron en dés, prélevez le 1/2 zeste du citron vert et pressez-le pour récupérer le jus. Faire chauffer 2 cuillers d'huile dans une sauteuse, y faire dorer les crevettes à feu vif, ajouter le poivron, les fines herbes, le jus de citron et la gousse d'ail hachée. Faire cuire 10 min environ (baisser un peu le feu). Couper la tomate en petits dés. Après les 10 min, ajouter le lait de coco, le zeste et les tomates. Continuer la cuisson 5 mn environ",meal,https://www.marmiton.org/recettes/recette_crevettes-au-lait-de-coco_20742.aspx
Crevettes à la tempura,4.5,8,1.4k,5,13 min,2,Niveau moyen,Coût moyen,10 min,3 min,"['gambas moyennes', 'haricots verts', 'feuilles de shiso', 'lamelles de courgette', 'shii také coupés en deux', 'huile de friture', ""jaune d'oeuf"", 'g de farine de blé', ""cl d'eau glacée""]","Retirez la tête des gambas, épluchez-les en laissant le dernier anneau et la queue. Fendez les crevettes le long du ventre pour les dédoubler légérement. Ciselez-les de 4/5 coups de couteau, en largeur puis séchez-les. Pour la pâte, battez très légérement le jaune d'oeuf avec des baguettes dans un bol puis incorporez l'eau glacée, remuez 2 fois puis ajoutez la farine. Mélangez encore un peu. Laissez chauffer l'huile à 175°C. Passez les crevettes et légumes dans la pâte puis plongez-les dans l'huile bien chaude. Laissez-les cuire jusqu'à obtenir une pâte boursoufflée (elle ne doit pas dorer). Sortez les crevettes et légumes avec une écumoire, égouttez-les dans une passoire puis posez-les sur du papier absorbant. Servez tout de suite.",meal,https://www.marmiton.org/recettes/recette_crevettes-a-la-tempura_52319.aspx
Mon Amuse-bouche de Gambas,4.9,17,2.6k,40,18 min,6,facile,bon marché,15 min,3 min,"['gambas', 'carré frais', 'cuillère à soupe de miel', 'sésame', 'mélange 5 baies', ""cuillères à soupe d'huile d'olive""]","Otez les têtes des gambas et décortiquez-les jusqu'à ce qu'il ne reste que la queue. Roulez les queues de gambas dans les graines de sesame et faites-les revenir dans l'huile d'olive de chaque côté pendant 2/3 minutes (suivant coloration). Ecrasez les carrés frais à la fourchette et ajoutez-y généreusement du cinq-baies. Dans des petits verres, versez une cuillère à soupe du mélange carré frais - cinq baies, déposez une gambas aux graines de sésame cuite et finissez par un filet de miel. Servez sans attendre.",meal,https://www.marmiton.org/recettes/recette_mon-amuse-bouche-de-gambas_296.aspx
Brochettes de gambas au grill,4.9,21,3.8k,15,20 min,4,très facile,bon marché,15 min,5 min,"['gambas', 'verre de chapelure', 'ail moulu', 'persil', ""cuillères à soupe d'huile d'olive""]","Décortiquer les gambas et les mettre dans un saladier. Verser un peu d'huile d'olive et mélanger à la cuillère. Saupoudrer d'ail moulu et de persil selon votre goût. Mélangez à nouveau. Verser ensuite le verre de chapelure sur les gambas et mélanger le tout, en prenant soin de bien paner les gambas. Augmenter les quantités des ingrédients si nécessaire. Enfiler ensuite les gambas un par un sur un pique à brochette, en métal de préférence. Cuire au barbecue au-dessus de la braise jusqu'à ce que les gambas prennent une belle couleur rose orangé. Servir avec une salade composée ou du riz avec une fondue de poivrons.",meal,https://www.marmiton.org/recettes/recette_brochettes-de-gambas-au-grill_30088.aspx
Ceviche de gambas facile,5,3,1.2k,10,30 min,6,très facile,bon marché,30 min,no data,"['g de gambas crues', 'tomates bien mûres', 'citrons verts', 'oranges', 'bouquet de coriandre fraîche', 'échalote', 'piment rouge frais (plus si on aime, pas du tout si on ne supporte pas)', 'sel', 'poivre', 'patates douces']","Si vous préparez cette recette avec des gambas ou queues de crevettes congelées (toujours crues), commencez par les laisser décongeler. Éplucher les gambas ou queues de crevettes. Les mettre dans un saladier. Éplucher les tomates bien mûres, les épépiner si nécessaire (pour des coeurs de boeuf par exemple, très charnues, on peut s'en dispenser). Les couper en dés. Ajouter aux gambas ou crevettes. Presser le jus de tous les citrons verts et oranges. Verser sur les gambas ou crevettes. Rincer le bouquet de coriandre fraîche. Le couper finement presque en entier (sauf le bas des tiges, trop dures). Ajouter dans le saladier. Émincer finement l’échalote. Ajouter. Émincer finement le (ou les) piment frais. Ajouter. Saler (au sel de Guérande c'est mieux), poivrer généreusement. Couvrir et mettre au frigo, une heure environ. Accompagnement: Éplucher les patates douces. Couper les patates en gros morceaux. Couvrir d'eau et cuire comme des pommes de terre classiques. Servir le ceviche bien frais, avec les patates douces tièdes. Éventuellement, ajouter un filet d'huile d'olive parfumée à l'orange sur les patates douces.",meal,https://www.marmiton.org/recettes/recette_ceviche-de-gambas-facile_91964.aspx
Brochette de St Jacques et gambas,4.8,19,1.8k,32,30 min,1,très facile,assez cher,15 min,15 min,"['coquilles saint-jacques', 'gambas', 'pruneaux', 'tranches de lard', ""morceau d'oignon"", ""huile d'olive"", 'poivre', 'sel', 'herbes de provence']","Enroulez les coquilles st jacques dans des tranches de lard, puis enfilez tous les ingrédients sur des piques en alternant : coquille st jacques - pruneau - gambas - oignon - coquille st jacques - pruneau - gambas. Mettez toutes les brochettes dans un plat, arrosez d'huile d'olive selon le goût puis d'un peu d'herbes de Provence (pas trop pour ne pas dénaturer le goût - si vous les faites cuire au barbecue mettez plutôt les herbes de Provence dans les braises). Faites cuire ces brochettes soit au barbecue soit dans une poêle à poisson à peu près 10 mn.",meal,https://www.marmiton.org/recettes/recette_brochette-de-st-jacques-et-gambas_20396.aspx
Gambas flambés 'vite fait' (sucré / salé),0,0,78,0,20 min,4,très facile,Coût moyen,10 min,10 min,"['g de gambas', ""gousse d'ail"", 'sel / poivre', ""porto rouge ou blanc (le rouge donne un joli teint à l'assiette"", ""huile d'olive""]","Idéalement, mettre les gambas dans un poêlon et les recouvrir de Porto. Mettre au frigo minimum 2 h ! (Perso, je les laisse une nuit entière !!!). Hacher très finement la gousse d'ail. Egouter les gambas et dans une poêle à fond épais bien chaude (NE PAS JETER LE PORTO DE LA MARINADE), mettre un filet d'huile d'olive et y faire dégorger les gambas en les retournant régulièrement. Quand bien dégorgés, ajouter 20 cl du Porto qui a servi à la marinade. Ajouter l'ail finement haché. Salez peu mais poivrez bien. Retournez régulièrement les gambas pour une cuisson optimale. Lorsque du Porto ne subsiste qu'un filet de liquide sirupeux dans la poêle, rapidement à la suite l'un de l'autre : - Retourner encore une fois les gambas. - Agitez-les de façon à bien les enduire. - Ajoutez le doigt de rhum uniformément. - Agiter encore la poêle pour bien répartir. - Et flamber de suite ! Servir sur une assiette tiède, accompagné, par exemple, de quelques feuilles de salade légèrement vinaigrées.",meal,https://www.marmiton.org/recettes/recette_gambas-flambes-vite-fait-sucre-sale_33487.aspx
Gambas à l'armoricaine,4.9,130,24k,247,35 min,4,facile,Coût moyen,15 min,20 min,"['gambas', 'verre de cognac ou whisky', ""cuillères à soupe d'huile d'olive"", 'cl de crème fraîche', 'cl de coulis de tomate', 'verre de vin blanc', 'échalote', 'oignon', ""gousses d'ail"", 'persil haché']","Faire revenir les gambas, l'échalote et l'oignon hachés à feu vif dans de l'huile d'olive. Flambez au Whisky ou au Cognac hors du feu. Remettre à feu doux et mouiller avec le vin blanc, ajouter l'ail pilé, le persil haché, le coulis de tomate et la crème fraîche. Saler et poivrer. Laisser mijoter à feu doux 20 min. Servir avec du riz ou des pâtes.",meal,https://www.marmiton.org/recettes/recette_gambas-a-l-armoricaine_19644.aspx
Marinade de Gambas,4.4,29,3.4k,90,25 min,4,très facile,Coût moyen,20 min,5 min,"[""cl d'huile d'olive"", 'kg de gambas (du sugelé convient)', 'bouquet de persil', 'échalotes', 'ail (facultatif)', 'verre de whisky', 'cuillères à soupe de paprika en poudre', 'poivre', 'sel']","Une fois les gambas décongelées, les décortiquer et les placer dans un grand plat à large rebord. Les couvrir d'huile d'olive à laquelle on aura préalablement incorporé le Whisky, les échalotes et l'ail hachés, le persil ciselé,le paprika. Assaisonner de sel et poivre. Réserver durant 24 h minimum. Prélever les gambas et les disposer dans une grande poêle avec de la sauce (le plus possible de condiment avec un minimum d'huile). Faire chauffer 2 à 3 mn  sur chaque face. Servir sur une assiette. L'effet est garanti.",meal,https://www.marmiton.org/recettes/recette_marinade-de-gambas_12760.aspx
Gambas marinées ail-citron-persil,4.8,4,1.2k,38,1h20,4,facile,Coût moyen,1h15,5 min,"['g de gambas crues', 'citron', ""huile d'olive"", ""gousses d'ail"", 'ciboulette', 'persil frais', 'poivre', 'sel', 'g de beurre']","Décortiquer les gambas en enlevant la tête les anneaux du corps avec les pattes, en laissant le dernier anneau et la queue. Enlever le boyau de la gambas en incisant le long du corps de la gambas, à mi profondeur. Le boyau est le fil situé juste à la surface, souvent de couleur marron ou transparent. Il suffit de tirer dessus ! Cette incision donnera une jolie forme a la gambas lors de la cuisson. Mettez les gambas dans un saladier recouvrez d'huile d'olive, pressez le jus d'un demi citron, ajoutez l'ail écrasé, la ciboulette ciselée sel et poivre. Bien mélanger le tout. Recouvrez le saladier et laissez mariner les gambas au moins une heure au frais. Dans une poêle, faites fondre le beurre pour faire revenir les gambas. Quand elles commencent juste à blanchir, ajouter le persil haché grossièrement et  le reste de la marinade. Bien mélanger recouvrir et laisser cuire, au maximum 2 minutes, pas plus afin de ne pas sécher les gambas. Le fait de couvrir fera suer les gambas et délivrera un jus bien goûteux. Disposer les gambas dans une assiette, ajouter la sauce et couper l'autre moitié du citron en 4 quartiers afin de pouvoir arroser les gambas de jus de citron. Je sers ce plat avec un riz à la tomate et ma salade d'avocats-pamplemousse. Bon appétit !",meal,https://www.marmiton.org/recettes/recette_gambas-marinees-ail-citron-persil_225507.aspx
Salade de coeurs de laitue et pamplemousse au homard,5,2,680,10,23 min,4,très facile,assez cher,15 min,8 min,"['homards de 400 g', 'laitues', 'pamplemousses', 'dl de vinaigrette', 'persil plat', 'ciboulette']","Laver les laitues et les herbes, les égoutter, les réserver. Peler les pamplemousses à vif, les découper en quartiers, les réserver. Dans une casserole, cuire les homards à l’eau 8 mn à ébullition. Les laisser refroidir, les décortiquer, casser les pinces, et les découper en lamelles assez larges. Dresser sur des assiettes avec, au milieu, les coeurs de laitue, les rondelles de homard et de pamplemousse. Ajouter la vinaigrette, Décorer avec les herbes ciselées.",meal,https://www.marmiton.org/recettes/recette_salade-de-coeurs-de-laitue-et-pamplemousses-au-homard_24110.aspx
Homard Breton au Naturel,4.6,16,1.4k,75,20 min,1,très facile,assez cher,5 min,15 min,"['homard breton de 600 g', 'g de beurre 1/2 sel', 'poivre blanc du moulin et fleur de sel']","Préchauffez votre four à 190°C (thermostat 6-7). Posez le homard tel quel et entier directement sur la grille du four à mi-hauteur. Laissez cuire 15 minutes (pour une chair ferme). Pendant ce temps, faites fondre à feu très faible le beurre 1/2 sel dans une casserole, maximun 40°C. Sortez le homard du four, tranchez-le en deux dans sa longueur (par le dessus). Disposez les deux moitiés sur l'assiette de service, nappez de ce beurre fondu, salez, poivrez et posez votre accompagnement. N.B : Gardez un peu de beurre tiède pour le moment où les convives en voudront pour les pinces, lorsqu'ils les casseront.",meal,https://www.marmiton.org/recettes/recette_homard-breton-au-naturel_53357.aspx
Homard à l'armoricaine,4.7,22,1.5k,140,1h30,4,Niveau moyen,assez cher,1 h,30 min,"['homards (800 g chaque environ)', 'tomates', ""petit bouquet d'estragon"", 'échalotes', 'oignon', 'petite branche de céleri', 'carotte', ""gousses d'ail"", 'g de beurre', ""cl d'huile d'olive"", 'cl de cognac', 'cl de vin blanc sec', 'cuillère à café de concentré de tomates', 'grosse cuillère à soupe de farine', 'piment en poudre', 'poivre', 'sel']","Ebouillantez les tomates 30 secondes, rafraîchissez-les et pelez-les. Epépinez-les et coupez la chair en morceaux. Pelez et hachez finement les échalotes, l'oignon, le céleri, la carotte. Pressez l'ail et ciselez l'estragon effeuillé. Ebouillantez les homards 1 minute ou congelez-les avant de les couper. Détachez les pinces, coupez les queues des homards en tronçons et réservez le corail des têtes à part. Faites chauffer une cocotte avec l'huile. Faites-y colorer les morceaux de homards. Ajoutez les légumes hachés, remuez et flambez au cognac. Ajoutez les tomates, l'ail, l'estragon, puis le bouquet garni. Mouillez de vin blanc et allongez d'un peu d'eau pour que le liquide couvre les morceaux de homards. Salez, poivrez et rajoutez une pincée de piment en poudre. Couvrez et laissez cuire 20 minutes à couvert. Mélangez le beurre mou et la farine avec le corail récupéré dans les têtes des homards. Ajoutez le concentré de tomate et travaillez le mélange en pommade. Egouttez les morceaux de homards cuits, réservez-les au chaud. Faites réduire le jus de cuisson d'1/3 environ, ajoutez le beurre au corail. Portez à ébullition et laissez bouillir 2 minutes en remuant. Filtrez la sauce et versez-la sur les homards. Portez à ébullition quelques minutes et servez.",meal,https://www.marmiton.org/recettes/recette_homard-a-l-armoricaine_24782.aspx
Homard grillé sauce crémeuse à l'estragon,4.3,4,1.6k,29,35 min,2,facile,assez cher,20 min,15 min,"['homard vivant', 'g de beurre', 'cl de crème fraîche liquide', 'cuillère à café de cognac', ""cuillère à soupe d'estragon haché"", 'poivre', 'sel']","Préchauffer le grill du four et faire bouillir une grande casserole d'eau. Plonger le homard vivant dans l'eau bouillante pendant 15 min. Une fois cuit, le couper en deux tout faisant attention à récupérer le jus, les crèmes (parties vertes et grises) ainsi que les oeufs. Faire fonde le beurre et en arroser les deux parties du homard. Passer sous le grill pour colorer. Dans une petite casserole, battre la crème fraîche avec le cognac, puis ajouter les parties crémeuses et les oeufs. Assaisonner, fouetter vigoureusement et enfin, ajouter l'estragon. Arroser le homard avec la sauce et déguster sans attendre.",meal,https://www.marmiton.org/recettes/recette_homard-grille-sauce-cremeuse-a-l-estragon_23326.aspx
Homard grillé aux épices fines :-o,4.9,17,1.4k,22,33 min,4,Niveau moyen,assez cher,30 min,3 min,"[""homards de 500 g (bleus de bretagne dans l'idéal)"", ""cl de crème fraîche épaisse d'isigny"", 'bouillon kub réduit en poudre', 'muscade fraîchement râpée', ""poivre noir du moulin moulu à l'instant"", 'ail semoule', 'fleur de sel']","- Portez à feu maximum l'eau avec le gros sel, jusqu'à ébullition. - Plongez les homards vivants et comptez 3 min à partir de la reprise d'ébullition. - Après ces 3 min, retirez les homards et plongez-les immédiatement dans un grand volume d'eau froide. - A cet instant, préchauffez votre four en mode grill à 210°, thermostat 7, pendant 10 min. - Mélangez doucement les épices, le bouillon kub et la crème juste sortie du frigo et réservez au frais juste après. - Tranchez les homards bien rafraîchis en 2 dans le sens de la longueur. - Avec un sopalin, enlevez les poches sombres situées entre la naissance de la queue et l'abdomen. - Astuce! Avec un grand couteau, placez les homards sur le dos pour les trancher en suivant la médiane de la carapace. - Placez vos demis homards sur un moule à tarte en aluminium, faces tranchées vers le haut et généreusement nappées de crème épicée. - Enfournez et cuisez 15 min à 210°, thermostat 7. Aprés ces 15 min, montez le thermostat à 240°, thermostat 8, pendant 5 min. Servez tout de suite avec des rattes du touquet ou des nouvelles de noirmoutiers non épluchées et cuites à la vapeur accompagnées d'une salade de laitue et de cerfeuil.",meal,https://www.marmiton.org/recettes/recette_homard-grille-aux-epices-fines-o_72720.aspx
"Homard breton rôti au four, au beurre salé des frères Jaguin (la Ville Blanche à Lannion)",4.7,14,1.1k,69,40 min,4,Niveau moyen,assez cher,20 min,20 min,"['homards de 500 g', 'échalotes ciselées', 'cuillères à soupe de vinaigre de vin', 'cuillères à soupe de vin blanc', 'thym', 'laurier', 'poivre (4 grains)', 'g de beurre salé', ""cl d'huile d'olive""]","NDRL : mettre les homards au préalable au congélateur ou les ébouillanter (réduire alors le temps de cuisson). Beurre blanc : dans une casserole à fond épais, réduire à sec sans coloration les échalotes avec le vinaigre, le vin blanc, le poivre en grains, le thym et le laurier. Ajouter petit a petit 300 g du beurre sur feu vif en fouettant. Retirer du feu dès que la sauce blanchit, passer au chinois, puis réserver à chaud. Cuisson : dans un plat, verser 1 cuillère à soupe d'huile d'olive, puis disposer les homards tête bèche. Les arroser du restant d'huile d'olive, parsemer des feuilles de thym et laurier, puis cuire dans le four à 200° pendant 10 min. Fondre 300 g de beurre salé. Sortir le plat du four et percer un trou dans chaque homard. Y introduire le beurre salé, puis remettre au four 10 min. Finition et présentation : disposer les homards sur une planche et les couper en deux dans le sens de la longueur, retirer la petite poche caillouteuse  située en haut de la tête, casser les pattes, arroser les homards du jus de cuisson, dresser dans un plat et servir avec le beurre blanc.",meal,https://www.marmiton.org/recettes/recette_homard-breton-roti-au-four-au-beurre-sale-des-freres-jaguin-la-ville-blanche-a-lannion_15940.aspx
Homard rôti au beurre de crevettes,4.8,16,1k,22,35 min,4,facile,Coût moyen,15 min,20 min,"['homards de 800 g chaque', 'crevettes roses', 'carotte', 'branche de céleri', 'oignon', 'g de beurre', 'cl de vinaigre', 'cl de vin blanc', 'cuillère à café de cognac', 'citron', 'bouquet garni', 'poivre noir en grains', 'poivre de cayenne', 'poivre', 'sel']","Pelez la carotte et l'oignon. Coupez-les en morceaux, ainsi que le céleri. Faites bouillir 2 l d'eau avec ces ingrédients, le bouqute garni, le poivre en grains, le vinaigre et le vin blanc. Faites cuire les homards 15 minutes dans le court-bouillon frémissant. Laissez-les refroidir dans le court-bouillon. Pendant ce temps, décortiquez les crevettes. Mixez la chair finement, puis mélangez-la avec le beurre mou, le cognac, une pincée de poivre de Cayenne, du sel et du poivre. Coupez les homards en deux dans la longueur, beurrez la chair avec le beurre de crevettes. Passez-les sous le grill 3 minutes sur chaque face. Servez les homards grillés avec le beurre restant et le citron coupé en quartiers.",meal,https://www.marmiton.org/recettes/recette_homard-roti-au-beurre-de-crevettes_27638.aspx
Homard grillé à la mangue,4.5,2,641,12,40 min,4,facile,assez cher,20 min,20 min,"['mangues moyennement mûres', 'homards vivants (compter 1 lbs à 1.5 lbs par personne - 450 à 750g)', 'g de coriandre fraîche', 'cuillères à soupe de sucre de canne', 'g de beurre non salé', 'portions de riz (basmati ou thaï conseillés)']","Ébouillanter les homards durant quinze minutes dans une (très grande) casserole d'eau salée. Pendant ce temps, couper les mangues en petits dés, en en récupérant un maximum de jus. De même, hacher la coriandre fraîche (quelques branches peuvent être gardées à des fins de présentation). Faire fondre le beurre dans un wok et y ajouter les dés de mangue pour les griller brièvement. Quand ceux-ci se ramollissent, ajouter le sucre de canne et le jus de mangue afin de caraméliser l'ensemble. Ajouter la presque entièreté de la coriandre hachée et réserver. Une fois les quinze minutes passées, égoutter les homards et les laisser refroidir deux minutes. A l'aide de ciseaux (ou d'un excellent couteau), couper ceux-ci en deux, dans le sens de la longueur. Griller les homards 5 minutes, côté ouvert vers la source de chaleur. Ceci peut se faire soit dans un four disposant d'un grill, soit au barbecue. Servir les homards, agrémentés du coulis de manque, sur un lit de riz parfumé de coriandre.",meal,https://www.marmiton.org/recettes/recette_homard-grille-a-la-mangue_169598.aspx
Fine tartelette de pommes de terre au homard rôti,5,3,2.5k,12,30 min,2,facile,assez cher,20 min,10 min,"['homard', 'échalote ciselée', 'bouquet garni', 'g de beurre', 'pincées de gros sel', 'pommes de terre', ""huile d'olive"", 'poivre', 'sel']","Préchauffer le four à 200°C (thermostat 6-7). Couper les pommes de terre en rondelles très fines à l'aide d'une mandoline. Déposer les tranches de pommes de terre en forme de rose / tartelette sur une plaque recouverte de papier cuisson. Arroser d'un filet d'huile d'olive, saler et poivrer. Enfourner 15 minutes. Plonger le homard dans une grande quantité d'eau bouillante salée avec le bouquet garni. Laisser cuire 10 minutes à couvert. Récupérer la chair de la queue du homard, couper en deux dans le sens de la longueur et poêler avec un peu de beurre et l'échalote haché. Server un demi homard bien chaud sur une tartelette de pommes de terre.",meal,https://www.marmiton.org/recettes/recette_fine-tartelette-de-pommes-de-terre-au-homard-roti_346034.aspx
Aumonières de langoustine,4.3,3,1.6k,14,25 min,4,très facile,Coût moyen,15 min,10 min,"['langoustines crues', 'crème frâiche', 'ciboulette', 'feuilles de menthe', 'estragon', 'beurre', 'sel', 'poivre', 'feuille de riz']","Faire revenir les langoustines crues et décortiquées dans le beurre. Saler. Il faut que les langoustines soient juste dorées. Ramollir les feuilles de riz dans l'eau. Puis sur chaque feuille de riz, mettre 3 langoustines, un cuillère à soupe de crème fraîche, un peu de ciboulette et d'estragon et la feuille de menthe. Saler et poivrer et refermer la feuille de riz en essayant de coller la pâte de riz sur elle même. Mettre 5 à 10 minutes au four à 150°C (thermostat 5).",meal,https://www.marmiton.org/recettes/recette_aumonieres-de-langoustine_40324.aspx
