title,rate,comments,likes,shares,total_time,number people,difficulty,cost,time_preparation,time_cooking,ingredients,recipe,link,gender
Papillote de poulet à la moutarde (recette de régime),4.6,240,22k,203,35 min,2,très facile,bon marché,10 min,25 min,"['escalopes de poulet', 'oignon', 'moutarde', ""cuillère à soupe d'olives (des noires et des vertes)"", 'tomate', 'herbes de provence', 'persil', ""huile d'olive"", 'poivre', 'sel']","Couper la moitié de la tomate en tranches et les disposer au centre d'une feuille de papier alu. Badigeonner les escaloppes de moutarde et les poser sur les tomates. Les recouvrir avec le reste de la tomate tranchée. Couper des petits morceaux d'olives (vertes et noires), émincer l'oignon. Ajouter un filet d'huile d'olive puis assaisonner avec les herbes de Provences, le persil, le sel et le poivre. Fermer la papillotes et cuire à four chaud (180°C) pendant 20 à 25 mn.",https://www.marmiton.org/recettes/recette_papillote-de-poulet-a-la-moutarde-recette-de-regime_25222.aspx,pas noel
Pâtes carbonara presque comme des vraies,4.2,239,24k,21,20 min,6,très facile,bon marché,5 min,15 min,"['g de spaghetti', 'g de lardons', 'oeufs', 'parmesan', 'poivre', 'sel']","Faire cuire les pâtes dans une grande casserole d'eau salée, le temps indiqué sur le paquet. Pendant ce temps, casser les oeufs dans un récipient, ajouter le parmesan râpé, et battre le tout; saler et poivrer. Faire cuire les lardons. Une fois les pâtes cuites, les égoutter, mais pas trop (toujours garder un peu d'eau pour les pâtes en sauce). Ajouter les lardons, avec leur jus de cuisson, porter à feu très doux et y ajouter la préparation (oeuf, parmesan) en remuant sans arrêt. Eteindre le feu avant que la préparation devienne trop sèche ! Servir chaud, avec un peu de parmesan râpé en plus.",https://www.marmiton.org/recettes/recette_pates-carbonara-la-vraie-recette-italienne_17213.aspx,pas noel
"Papillotes de saumon au miel, curry et gingembre",4.8,238,14k,20,30 min,4,très facile,bon marché,10 min,20 min,"['pavés de saumon (environ 150 g chacun)', ""grosses cuillères à soupe de crème fraîche (15% c'est très bien)"", 'cuillères à café de gingembre en poudre', 'cuillères à café de curry en poudre', 'grosses cuillères à soupe de miel', 'g de beurre', ""g d'oignon émincés"", 'sel', 'poivre']","Dans une poêle avec un peu d'huile, faire revenir les oignons et les faire caraméliser. Dans un plat à l'aide de papier d'aluminuim, former 4 papillotes. Posez à l'intérieur de chacune un pavé de saumon. Ajouter pour chaque papillote, une demi-cuillère à café de curry, de gingembre, un quart des oignons, une cuillère à soupe de crème, une cuillère à soupe de miel, un petit merceau de beurre, saler légèrement et poivrer à votre goût. Fermer les papillotes et mettre à cuire à four chaud à thermostat 7 (210°C) pendant environ 20 mn (cela dépend surtout de votre four).",https://www.marmiton.org/recettes/recette_papillotes-de-saumon-au-miel-curry-et-gingembre_30711.aspx,pas noel
Gigot d'agneau aux pommes boulangères,4.7,235,32k,180,1h35,6,très facile,Coût moyen,15 min,1h20,"[""gigot d'agneau de 1,8 kg environ"", 'pommes de terre', ""gousse d'ail en chemise"", 'brin de thym', 'g de beurre', 'poivre', 'sel']","Préchauffer le four à thermostat 7 (210°C). Peler, laver, sécher et tailler les pommes de terre en rondelles à l’aide d’une râpe. Les poser en couches égales dans le fond du plat et parsemer avec les copeaux de beurre. Déposer le gigot et enfourner. Après 15 min, lorsque le gigot commence à dorer, le retourner. Laisser cuire encore 15 min et le retourner à nouveau. Baisser le thermostat à 6 (180°C) et laisser la cuisson se poursuivre 40 min. Ajouter les gousses d'ail en chemise durant les 30 dernières minutes de cuisson. Eteindre et laisser reposer dans le four pendant 10 min. Le gigot sera moelleux et les pommes de terre imprégnées d’un délicieux goût d’agneau.",https://www.marmiton.org/recettes/recette_gigot-d-agneau-aux-pommes-boulangeres_10698.aspx,pas noel
Muffins à l’orange et au Nutella®,1,1,199,1,1h20,12,facile,bon marché,35 min,10 min,"[""zeste d'orange"", 'oeufs', 'g de sucre', ""g d'huile de tournesol"", 'g de farine', 'sachets de levure', 'pincée de sel', 'g de nutella®']","Préchauffez le four à 180°C (thermostat 6). 
Dans un bol, mélangez les blancs d’œuf, 180g de sucre et le jus d’orange jusqu’à obtention d’un mélange mousseux. Ensuite, ajoutez des zestes d’orange. Versez l’huile délicatement dans le mélange tout en remuant à l’aide d’un batteur électrique. Ajoutez la farine tamisée ainsi que la levure chimique et une pincée de sel.
Mélangez à nouveau. Préparez 12 moules à muffins sur une plaque de cuisson et remplissez-les chacun de 80g du mélange.
Recouvrez la surface des muffins avec le sucre restant (20g). Enfournez pendant 35 minutes. Retirez du four et laissez refroidir. Retirez les muffins de leurs moules.
À l’aide d’un vide-pomme, faîtes un trou dans chacun des gâteaux. 
À l’aide d’une poche à douille, remplissez chaque muffin de 15 g de Nutella®.",https://www.marmiton.org/recettes/recette_muffins-a-l-orange-et-au-nutella_349102.aspx,pas noel
Blanquette de poisson,4.8,234,19k,456,40 min,4,très facile,bon marché,10 min,30 min,"['g de lieu noir ou de cabillaud', 'g de champignon de paris en boîte', 'oignon', 'cl de vin blanc', 'cl de crème fraîche liquide', 'poivre', 'sel', 'bouquet garni', 'farine et de beurre']","Emincer l'oignon et le faire dorer avec un peu de beurre. Rajouter les champignons égouttés puis le vin blanc et porter à ébullition. Ajouter ensuite la crème, le bouquet garni, le sel et le poivre. Mélanger et laisser un peu réduire. Rincer les filets de poisson, les éponger puis les passer dans la farine (en éliminant l'excédent). Ajouter les filets dans la cocotte et baisser le feu. Faire cuire 20 mn.",https://www.marmiton.org/recettes/recette_blanquette-de-poisson_33302.aspx,pas noel
Tomates farcies au chèvre chaud,4.6,234,26k,164,50 min,6,très facile,bon marché,15 min,35 min,"['bûchette de fromage de chèvre', 'g de lardons fumés', 'g de champignon de paris', 'herbes de provence', 'sel', 'poivre']","Faire revenir les lardons et les champignons dans une poêle. Couper le dessus des tomates et les vider. Couper le fromage de chèvre en petits morceaux. Mélanger les champignons, les lardons et le fromage de chèvre, remplir les tomates avec cette mixture. Ajouter des herbes de provence. Remettre à leur place le dessus des tomates et mettre au four (210°C/thermostat 7) pendant 35 minutes.",https://www.marmiton.org/recettes/recette_tomates-farcies-au-chevre-chaud_23616.aspx,pas noel
Cuisse de canard à l'orientale,4.8,233,11k,420,1h20,4,facile,bon marché,20 min,1 h,"['cuisses de canard', 'oignons', ""gousses d'ail"", 'cuillère à soupe de cumin', 'cuillère à soupe de gingembre', 'cuillère à soupe de coriandre', 'g de raisins secs blonds', 'cuillères à soupe de miel', 'cuillères à soupe de vinaigre balsamique', 'cube de bouillon de volaille', 'cl de crème fraîche', 'eau', 'poivre', 'sel']","Couper les oignons en fines tranches et l'ail en petits morceaux. Faire fondre le bouillon de volaille dans 50 cl d'eau bouillante. Saler et poivrer les cuisses de canard des deux côtés. Dans une sauteuse, faire colorer les cuisses de canard dans leur graisse en commençant par le côté peau. Réserver. Jeter éventuellement un peu de graisse rendue par les cuisses (selon le goût). Dans la sauteuse, mettre les oignons, le miel et le vinaigre et les faire blondir (à peine). Ajouter le bouillon, l'ail, les raisins et les épices. Bien mélanger. Ajouter les cuisses et laisser cuire à feu doux sous un couvercle pendant 1 heure. Découvrir la sauteuse et, à feu moyen à fort, laisser réduire le jus pendant 15 minutes. Réserver les cuisses de canard de côté puis ajouter la crème fraîche dans le fond de sauce. Porter à ébullition. Rectifier l'assaisonnement si nécessaire  puis servir les cuisses de canard nappées de sauce.",https://www.marmiton.org/recettes/recette_cuisse-de-canard-a-l-orientale_61466.aspx,pas noel
Saucisson brioché facile et rapide,4.5,232,13k,177,50 min,6,très facile,bon marché,10 min,40 min,"['saucisson à cuire', 'oeufs', 'g de farine', 'sachet de levure chimique', 'cl de crème fraîche épaisse', 'sel']","Préchauffer le four à thermostat 5 (150°C). Battre les oeufs avec 2 pincées de sel. Ajouter le verre de crème et bien mélanger. Incorporer la farine mélangée à la levure chimique. Beurrer ou chemiser un moule à cake (avec du papier sulfurisé), déposer un tiers de la pâte, poser le saucisson dessus (ne pas le piquer à la fouchette sous peine de voir s'échapper le gras!), puis le recouvrir de la pâte restante. Cuire au four à thermostat 5 pendant 40 mn.",https://www.marmiton.org/recettes/recette_saucisson-brioche-facile-et-rapide_24430.aspx,pas noel
Biscuits de Noël fourrés au Nutella®,4.2,14,6.3k,32,1h20,14,facile,bon marché,1h05,15 min,"['g de sucre glace', 'g de beurre mou', ""jaunes d'oeuf"", 'g de farine', 'g de nutella®']","Mélangez tous les ingrédients, excepté le Nutella®... …jusqu’à former une pâte. Couvrez le bol avec du film plastique et mettez-le au réfrigérateur pendant 30 minutes. Étalez la pâte sur une feuille de papier sulfurisé sur une épaisseur de 4 mm. Découpez des biscuits à l’aide un emporte-pièce rond de 7 cm de diamètre. Saupoudrez le tampon avec un peu de farine. Ensuite, faites pression avec le tampon pour laisser une empreinte sur vos biscuits, en faisant attention à ce que les contours des biscuits soient à l’extérieur du tampon (n’appuyez pas trop fort, sinon la pâte collera au tampon). Préchauffez le four à 180°C et positionnez une grille à mi-hauteur. Disposez les biscuits sur une plaque à pâtisserie recouverte de papier sulfurisé. Enfournez et faites cuire les biscuits pendant 12-15 minutes. Sortez-les du four et laissez-les refroidir. Ensuite, étalez 15 g de Nutella® sur la moitié des biscuits et assemblez-les avec les biscuits restants.",https://www.marmiton.org/recettes/recette_biscuits-de-noel-fourres-au-nutella_346466.aspx,pas noel
Gratin de brocolis facile,4.7,232,29k,525,1h05,3,très facile,bon marché,20 min,45 min,"['oeufs', 'tranches de jambon dégraissé', 'cl de crème fraîche', 'g de fromage râpé', 'poivre', 'sel', 'muscade', 'oignon', ""gousses d'ail"", 'huile', 'g de brocoli', 'chapelure']","Faire bouillir un fond d'eau légèrement salée dans une grande casserole. Plonger les brocolis, couvrir et laisser cuire à feu doux. Battre les 2 oeufs dans un grand bol, ajouter la crème, le sel, le poivre et la noix de muscade. Mélanger. Ajouter les 2 tranches de jambon préalablement coupées en petits morceaux ainsi que le tiers du fromage râpé. Mélanger le tout. Lorsque les brocolis sont tendres, les égoutter le plus possible. 
Préchauffer le four (180°C). Faire chauffer un fond d'huile dans la casserole et y mettre l'oignon haché grossièrement. Faire revenir à feu très doux et ne pas faire brunir ! Y ajouter les deux gousses d'ail pressées et les brocolis. Assaisonner légèrement et bien mélanger. Verser le contenu de la casserole dans un plat à gratin, bien étaler. Verser le mélange d'oeufs, étaler le tout de façon uniforme. Saupoudrer de chapelure et du restant de gruyère râpé. Mettre le plat au four, toujours sur 180°C et laisser cuire pendant entre 30 et 45 min. Vérifier la cuisson de temps en temps... L'ensemble doit être (en fin de cuisson) assez dense, un peu comme une grosse omelette.",https://www.marmiton.org/recettes/recette_gratin-de-brocolis-facile_18753.aspx,pas noel
Tagliatelles carbonara 'spéciales',4.6,230,17k,89,30 min,2,très facile,bon marché,10 min,20 min,"['g de tagliatelles fraîches', 'g de lardons fumés', 'cl de crème fraîche épaisse', 'oignon', ""gousse d'ail"", 'cl de vin blanc', 'oeufs', 'muscade', 'poivre et basilic', 'sel']","Faites revenir l'oignon et l'ail émincés dans un peu d'huile d'olive. Ajoutez ensuite les lardons. Faites les dégraisser à feu moyen quelques minutes. Versez le vin blanc et laisser réduire. Faite bouillir un large volume d'eau, ajoutez du sel et une coulée d'huile d'olive, puis plongez-y les pâtes pour une cuisson al-dente. Une fois le vin blanc presque entièrement réduit, versez la crème fraîche, portez la à ébullition puis retirez le tout du feu. Gardez au chaud le temps que les pates soient prêtes. Sortez les pâtes, égouttez-les et servez-les dans les assiettes. Séparez les jaunes des oeufs et délayez-les très rapidement à la sauce, hors du feu. Verser une pincée de muscade, de poivre et servez la sauce sur les pâtes. Parsemez les assiettes de basilic fraîchement coupé.",https://www.marmiton.org/recettes/recette_tagliatelles-carbonara-speciales_15725.aspx,pas noel
risotto aux poireaux,4.8,228,19k,270,30 min,4,très facile,bon marché,10 min,20 min,"['poireaux de belle taille', 'louches de riz pour risotto', 'cube de bouillon de légumes ou un kub or', 'vin blanc sec', 'parmesan râpé', 'beurre', 'crème fraîche']","Emincer le blanc des poireaux. Faire fondre le bouillon cube dans 3/4 litre d'eau bouillante. Faire fondre 25 g de beurre dans une casserole ou une sauteuse à revêtement anti adhésif. Mettre les poireaux à étuver sans qu'ils brunissent (5 mn environ). Ajouter le riz. Remuer et laisser le riz devenir translucide sur feu vif. Ajouter le vin blanc et attendre qu'il s'évapore. Ajouter le bouillon, baisser le feu, et attendre qu'il soit totalement absorbé (environ 20 mn). A la fin, ajouter 3 cuillères à soupe de crème fraîche, du poivre et du parmesan râpé. Remuer la préparation, puis la laisser reposer 3 mn hors du feu, avec un couvercle. Goûter pour vérifier s'il est nécessaire de saler (le bouillon et le fromage l'étant déjà). Servir bien chaud.",https://www.marmiton.org/recettes/recette_risotto-aux-poireaux_19753.aspx,pas noel
Pot-au-feu à l'autocuiseur,4.7,227,17k,37,55 min,6,facile,Coût moyen,10 min,45 min,"[""kg de viande à pot-au-feu (à l'os si possible)"", 'carottes', 'g de pomme de terre', 'poireaux', 'navets ou une branche de céleri', 'chou moyen', 'oignon', 'ail non épluchée', 'bouquet garni', 'gros sel']","Dégraisser un peu la viande. La recouvrir d'eau froide agrémentée du bouquet garni, de l’oignon épluché, de la tête d’ail et de gros sel. Cuire en pression 30 min. Pendant ce temps, éplucher les légumes. Vider la vapeur et ajouter les légumes hormis les pommes de terre. Cuire en pression 5 mn. Vider à nouveau la vapeur et ajouter les pommes de terre. Cuire en pression 10 mn. C’est prêt !",https://www.marmiton.org/recettes/recette_pot-au-feu-a-l-autocuiseur_20533.aspx,pas noel
Panini au Nutella® et aux fraises,5,1,291,1,2h33,8,très facile,bon marché,13 min,2 h,"['petits pains individuels', 'g de nutella®', 'g de fraises coupées en tranches', 'g de ricotta', 'sucre glace', 'g de farine', 'g de sucre', 'g de sel', 'g de beurre', 'cl de lait entier', ""ml d'eau tiède"", 'g de levure de boulanger sèche']","Dans un bol, faites dissoudre la levure dans l'eau tiède. Versez le tout dans une terrine contenant la farine, le sucre, le sel et le beurre fondu. Ajoutez le lait et mélangez tous les ingrédients jusqu'à obtenir une pâte lisse et homogène. Formez de petites boules de pâte de 40 g chacune, écrasez-les légèrement. Laissez-les lever pendant environ 2 heures. Faites cuire les petits pains dans un four préchauffé à 180°C (thermostat 6) pendant 15 minutes. Coupez les petits pains en deux horizontalement.
Tartinez la moitié inférieure avec du Nutella®.
Ajoutez les fraises et la ricotta et refermez avec la moitié supérieure du petit pain. Placez les panini sous le gril, en veillant à ce que le Nutella® ne fonde pas, puis servez les panini chauds, saupoudrés de sucre glace.",https://www.marmiton.org/recettes/recette_panini-au-nutella-et-aux-fraises_348731.aspx,pas noel
"Pâtes à la ""carbonara"" à la française",4.4,227,30k,617,20 min,4,très facile,bon marché,10 min,10 min,"['g de pâtes', 'cl de crème fraîche', ""jaunes d'oeuf"", 'pincée de sel', 'poivre', 'g de lardons ""selon préférence""', 'oignon']","Cuire les pâtes dans un grand volume d'eau bouillante salée. Emincer les oignons et les faire revenir à la poêle. Dès qu'ils ont bien dorés, y ajouter les lardons. Préparer dans un saladier la crème fraîche, les oeufs, le sel, le poivre et mélanger. Retirer les lardons du feu dès qu'ils sont dorés et les ajouter à la crème. Une fois les pâtes cuite al dente, les égoutter et y incorporer la crème. Remettre sur le feu si le plat a refroidi. Servir et bon appétit !
Vous pouvez également agrémenter votre plat avec des champignons.",https://www.marmiton.org/recettes/recette_pates-a-la-carbonara_80453.aspx,pas noel
Poulet à la vanille et au lait de coco épicé,4.5,226,7.1k,27,55 min,4,facile,Coût moyen,25 min,30 min,"['blancs de poulet', 'tomates', 'citron vert', 'oignon', ""gousse d'ail"", 'cl de lait de coco', 'cuillère à soupe de gingembre frais râpé', 'cuillères à soupe de noix de coco rapée', 'gousse de vanille', 'g de beurre', 'cuillères à soupe de curry', 'poivre', 'sel']","Pelez, épépinez et concassez les tomates. Mélangez avec l'ail et l'oignon ciselés, le gingembre, le jus du citron et le curry. Emincez le poulet en lanières, puis laissez le mariner dans la preparation precedente 30 mn. Cuisez le tout dans le beurre pendant 8 minutes puis arrosez du jus de coco. Ajoutez la gousse de vanille détaillée en morceaux. Salez et poivrez. Faites mijoter pendant 20 mn à feu doux et à découvert. Parsemez de noix de coco râpée et servez.",https://www.marmiton.org/recettes/recette_poulet-a-la-vanille-et-au-lait-de-coco-epice_17877.aspx,pas noel
Carottes à la carbonara,4.7,226,18k,101,30 min,2,très facile,bon marché,10 min,20 min,"['carottes de taille moyenne', ""jaunes d'oeuf"", 'oignon', 'cuillères à soupe de crème fraîche', 'g de lardons fumés', 'poivre', 'sel']","Eplucher les carottes et les couper en rondelles. Découper les oignons en petits morceaux. Mettre une noix de beurre dans une sauteuse et y faire revenir les 2 légumes durant 3 mn à feu fort. Ajouter 20 cl d'eau, baisser le feu, couvrir et laisser cuire une dizaine de minutes (vérifier que cela n'attache pas et ajouter de l'eau si nécessaire). Quand c'est cuit, ajouter les lardons ; les faire cuire 2-3 mn puis sur feu très doux ajouter les jaunes d'oeuf mélangés à la crème. 
Saler légèrement, poivrez. Laisser chauffer 3 min en remuant et servir.",https://www.marmiton.org/recettes/recette_carottes-a-la-carbonara_27125.aspx,pas noel
Moules à la crème,4.6,226,16k,393,35 min,4,facile,bon marché,15 min,20 min,"['g de moules par personne', 'oignon', 'cl de vin blanc sec de cuisine (quantité à augmenter proportionnellement avec la quantité de moules préparée)', 'g de beurre', 'g de farine', ""gousses d'ail pilé"", 'cl de crème fraîche semi-épaisse ou épaisse', 'persil haché', 'poivre']","Faire revenir les oignons dans un grand faitout ou une cocotte-minute. Lorsqu’ils sont transparents, versez-les moules pour les faire ouvrir avec du vin blanc et du poivre. Pendant ce temps, monter un roux avec le beurre et la farine. Récupérez le jus des moules ouvertes en les conservant dans la cocotte pour les maintenir au chaud. Délayer petit à petit le roux avec le jus des moules. Ajoutez l’ail pilé et laissez épaissir. Ajoutez la crème fraîche et le persil haché et laissez bien réchauffer pour lier le tout (la sauce ne doit pas bouillir). Vérifier l’assaisonnement (attention au sel, les moules suffisent généralement à saler l’ensemble du plat). Versez la sauce sur les moules. Mélanger sur le feux environ 2 mn et servez aussitôt dans le plat de cuisson. Plat à servir avec du riz, des pommes de terre ou bien encore de la semoule nature.",https://www.marmiton.org/recettes/recette_moules-a-la-creme_33388.aspx,pas noel
Bûche de Noël au Nutella®,3.5,4,273,12,1h18,12,facile,bon marché,38 min,30 min,"['g de beurre mou', 'g de sucre glace', 'g de farine', ""blanc d'oeuf"", 'g de cacao en poudre', 'oeufs', 'g de sucre', 'g de farine', 'g de nutella®']","Commencez par la préparation pour la décoration : dans un bol, mélangez le beurre, le sucre glace et le cacao en poudre.
Ajoutez le blanc d’œuf et la farine.
Mélangez le tout. Recouvrez une plaque à pâtisserie de papier cuisson.
Dessinez des pots de Nutella® sur le papier cuisson à l’aide des pochoirs.
Remplissez une poche à douille avec le mélange et recouvrez les formes dessinées sur le papier cuisson. Mettez la plaque au congélateur pendant 15 minutes. Pendant que la décoration repose au réfrigérateur, préparez le mélange pour le roulé.
Battez 2 jaunes d’œuf, 1 œuf et 50 g de sucre jusqu’à obtention d’un mélange homogène.
Ajoutez-y la farine petit à petit. Dans un autre bol, montez en neige les deux blancs d’œufs avec les 50 g de sucre restants.
Incorporez ce mélange au premier. Enlevez la plaque du congélateur.
Déposez la pâte au- dessus des formes dessinées auparavant et étalez-la à l’aide d’une spatule. Enfournez à 180°C (thermostat 6) et laissez cuire environ 10 à 12 minutes. Retirez le gâteau de la plaque de cuisson chaude et déposez-la sur un torchon propre, en veillant à ne pas la casser.
Enroulez le gâteau et recouvrez-le d’un film étirable. Laissez-le reposer au réfrigérateur pendant 10 minutes. Déroulez le gâteau et posez-le sur un papier cuisson.
Remplissez une poche à douille avec du Nutella® et déposez-le par touches sur le gâteau.
Etalez le Nutella® sur le gâteau à l’aide d’une spatule.
Enroulez le gâteau à nouveau. Laissez reposer environ 50 minutes. Coupez les extrémités du gâteau afin de faire apparaître les spirales.
Coupez en tranches et servez.",https://www.marmiton.org/recettes/recette_buche-de-noel-au-nutella_349080.aspx,pas noel
Carottes vichy,4.6,224,19k,66,40 min,4,très facile,bon marché,20 min,20 min,"['carottes (comptez-en 3 par personne environ)', 'g de beurre', 'g de sucre', 'cube de bouillon de poulet']","Eplucher (gratter) les carottes et couper-les en petites rondelles. Dans une casserole, préparer un bouillon de poulet. La quantité d'eau doit être suffisante pour recouvrir les carottes. Dans une poêle, faire fondre le beurre puis, ajouter le sucre. Remuer jusqu'à obtention d'une légère ""mousse"", et ajouter les carottes. Remuer un peu puis, y ajouter le bouillon (les carottes doivent être recouvertes). Laisser à petit feu sans couvrir afin de permettre à l'eau de s'évaporer pendant 20/25 minutes.",https://www.marmiton.org/recettes/recette_carottes-vichy_17717.aspx,pas noel
Soupe de courgettes à la vache qui rit,4.7,224,18k,410,45 min,4,très facile,bon marché,5 min,40 min,"['g de courgette', 'portions de vache qui rit®', 'cubes de bouillon (légumes et épices)', ""gousses d'ail"", ""l d'eau"", 'poivre', 'sel']","Mettre à chauffer l'eau, les cubes de bouillon, la vache qui rit, l'ail écrasé, les courgettes coupées en morceaux avec la peau; sel et poivre. Laisser cuire environ 40 min (quand la courgette est tendre). Mixer le tout, et déguster!",https://www.marmiton.org/recettes/recette_soupe-de-courgettes-a-la-vache-qui-rit_19166.aspx,pas noel
Osso bucco de veau,4.6,223,38k,841,1h05,4,facile,Coût moyen,20 min,45 min,"[""tranches de jarret de veau d'environ 200 g chacune"", ""cl d'huile"", ""gousses d'ail"", 'boîte de 400 g de tomate concassée', 'g de carotte', ""g d'oignon (environ 2)"", 'cl de vin blanc sec', 'bouquet garni', 'farine', 'poivre', 'sel']","Fariner la viande, tapoter pour retirer l'excédent. Les faire dorer sur toutes les faces dans une cocotte-minute avec un fond d'huile. Peler et couper les carottes en rondelles épaisses, émincer les oignons, hacher l'ail. Les ajouter dans la cocotte, ainsi que les tomates et le vin blanc. Saler, poivrer, ajouter le bouquet garni et fermer la cocotte. Laisser cuire 45 min à partir de la mise en rotation de la soupape, à feu doux.",https://www.marmiton.org/recettes/recette_osso-bucco-de-veau_16090.aspx,pas noel
Risotto aux asperges fraîches,4.8,223,28k,141,40 min,4,très facile,Coût moyen,10 min,30 min,"[""botte d'asperge verte ou violette plutôt fine"", 'g de riz pour risotto type arborio', 'g de beurre + 1 noix de beurre', 'oignon ou 2 échalotes au choix', 'cl de vin blanc', 'l de bouillon de légumes chaud', 'g de parmesan ou grana râpé fin', 'sel', 'poivre blanc']","Préparer les asperges en cassant le bas de l'asperge d'un coup sec (c'est la partie plus dure), les peler si nécéssaire. Couper en tronçons en réservant les pointes. Faire fondre le beurre et y mettre à suer les échalotes ou l'oignon finement coupés. Ajouter les asperges (sans les pointes) et faites cuire doucement pendant 5 minutes. Ajouter le riz et remonter le feu. Ajouter - le vin blanc - le bouillon de légumes chaud (c'est important) en 3 fois que l'on ajoute à chaque fois qu'il est absorbé. Le riz ne doit pas être croquant mais crémeux, ne pas trop saler, bouillon vin et fromage le feront. A mi-cuisson on ajoute les pointes d'asperges. Goûter pour vérifier la cuisson du riz et poivrer, puis verser le parmesan rapé fin et noix de beurre et bien mélanger pour qu'il fondent. Servir très chaud.",https://www.marmiton.org/recettes/recette_risotto-aux-asperges-fraiches_37750.aspx,pas noel
Moelleux au chocolat,0,0,0,0,26 min,4,facile,bon marché,10 min,16 min,"['g de chocolat 50% de cacao', 'g de beurre', 'g de sucre glace', ""jaunes d'oeuf"", ""blanc d'oeuf légèrement fouetté"", 'g de farine à gâteaux']","Faire fondre le chocolat et le beurre au bain-marie. Verser ce mélange dans un saladier et y ajouter le sucre glace. Mélanger. Ajouter les jaunes, la farine et les blancs. Répartir la pâte dans les ramequins. Filmer chaque ramequin. Placer dans le panier vapeur. Verser 20 cl d'eau dans la cuve.
Lancer la cuisson sous pression : 14 min. Manger tiède !",https://www.marmiton.org/recettes/recette_moelleux-au-chocolat_529178.aspx,pas noel
Tarte à la tomate et à la moutarde,4.5,222,18k,404,55 min,6,très facile,bon marché,10 min,45 min,"['pâte brisée', 'tomates bien mûres', 'herbes de provence + sel', 'moutarde de dijon', ""huile d'olive""]","Précuire la pâte (percée avec une fourchette) 5 min à 450 degrés farenheit (230°C). Pendant ce temps, couper les tomates en rondelles de 3 mm d'épaisseur. Sortir la pâte précuite du four. badigeonner le fond de moutarde de Dijon (la classique fait l'affaire) ...en mettre suffisamment pour que le fond en pâte ne se voit plus. Disposer les tranches de tomates. faire plusieurs épaisseurs. saupoudrer d'herbes de Provence + 2 pincées de sel. 1 cuillère à soupe d'huile d'olive. Enfourner pour 20 min à 450 farenheit puis couvrir avec papier d'aluminium pour 20 min supplémentaires. Après ces 20 min, enlever le papier aluminium et laisser cuire encore 5 min porte du four ouverte. 
Délicieux avec une salade verte.",https://www.marmiton.org/recettes/recette_tarte-a-la-tomate-et-a-la-moutarde_20978.aspx,pas noel
Cuisse de poulet au curry au four facile,4.7,221,23k,149,2h05,3,facile,bon marché,5 min,2 h,"['cuisses de poulet', 'pommes de terre', 'curry', 'échalote', 'poivre', 'sel']","Préchauffer le four à 180°C (thermostat 6). Dans un plat à four, mettre les cuisses de poulet, les pommes de terre coupées en 4 puis mettre un fond d'eau (environ 1 cm de hauteur). Recouvrir le tout de curry. (Plus il y a de curry, plus le plat est bon). Ajouter l'échalote coupée, puis le sel et le poivre (selon goût). Arroser toutes les demi-heure.",https://www.marmiton.org/recettes/recette_cuisse-de-poulet-au-curry-au-four-facile_36653.aspx,pas noel
Lasagnes d'aubergines,4.7,218,17k,53,1h40,4,Niveau moyen,Coût moyen,40 min,1 h,"['aubergines fraîches ou surgelées', 'feuilles de lasagnes', 'g de coulis de tomate', 'carotte', 'oignon', 'g de beurre', 'g de farine', 'cl de bouillon (boeuf ou volaille)', 'g de parmesan', 'g de comté', 'herbes de provence', ""huile d'olive""]","Peler les aubergines et les couper en tranches (pas trop épaisses) dans le sens de la longueur. Faire chauffer l'huile dans une sauteuse et y faire griller les aubergines sur feu vif: elles doivent devenir tendres et dorées. Les déposer sur du papier absorbant. Préparer la sauce : dans une casserole, faire fondre le beurre ; ajouter la farine et bien remuer. Ajouter ensuite progressivement le coulis (comme pour une béchamel) puis le bouillon, jusqu'à consistance moyennement liquide. Peler la carotte et la détailler en petits dés: les jeter dans la sauce tomate ainsi que l'oignon coupé finement. Ajouter poivre et herbes de Provence. Laisser cuire 30 mn sur feu très doux en remuant souvent. Dans un plat à gratin, couvrir le fond de quelques cuillerées de sauce. Recouvrir de feuilles de lasagnes (sans les faire se chevaucher) puis placer les tranches d'aubergines parallèles. Saler, poivrer, parsemer de parmesan et d'une petite poignée de Comté. Placer à nouveau feuilles de lasagne, sauce, aubergines, Comté, Parmesan. Faire 3 couches. Recouvrir le dessus du gratin de Comté. Cuire 50 min au four préchauffé à thermostat 7 (210°C) et déguster.",https://www.marmiton.org/recettes/recette_lasagnes-d-aubergines_21651.aspx,pas noel
