title,rate,comments,likes,shares,total_time,number people,difficulty,cost,time_preparation,time_cooking,ingredients,recipe,link,gender
Biscuits de Noël fourrés au Nutella®,4.2,14,6.3k,32,1h20,14,facile,bon marché,1h05,15 min,"['g de sucre glace', 'g de beurre mou', ""jaunes d'oeuf"", 'g de farine', 'g de nutella®']","Mélangez tous les ingrédients, excepté le Nutella®... …jusqu’à former une pâte. Couvrez le bol avec du film plastique et mettez-le au réfrigérateur pendant 30 minutes. Étalez la pâte sur une feuille de papier sulfurisé sur une épaisseur de 4 mm. Découpez des biscuits à l’aide un emporte-pièce rond de 7 cm de diamètre. Saupoudrez le tampon avec un peu de farine. Ensuite, faites pression avec le tampon pour laisser une empreinte sur vos biscuits, en faisant attention à ce que les contours des biscuits soient à l’extérieur du tampon (n’appuyez pas trop fort, sinon la pâte collera au tampon). Préchauffez le four à 180°C et positionnez une grille à mi-hauteur. Disposez les biscuits sur une plaque à pâtisserie recouverte de papier sulfurisé. Enfournez et faites cuire les biscuits pendant 12-15 minutes. Sortez-les du four et laissez-les refroidir. Ensuite, étalez 15 g de Nutella® sur la moitié des biscuits et assemblez-les avec les biscuits restants.",https://www.marmiton.org/recettes/recette_biscuits-de-noel-fourres-au-nutella_346466.aspx,pas noel
Madeleines au citron,4.7,369,26k,167,27 min,18,facile,bon marché,15 min,12 min,"['oeufs', 'g de sucre', 'g de farine', 'zeste de citron', 'g de levure (1 cuillère à café)', 'g de beurre salé']","Préchauffez le four à 220°C (th 7-8). Faites fondre le beurre au micro-ondes (puissance minimum). Laissez-le refroidir. Hachez finement le zeste de citron. Dans un saladier, cassez les oeufs, ajoutez le sucre, et fouettez pour faire mousser. Ajoutez la farine et la levure. Incorporez le beurre fondu, puis les zestes. Laissez poser 1/2 h (c'est facultatif, je l'ai fait sans pose et les madeleines étaient très bonnes). Remplissez les moules au 3/4, et enfournez à 220°C (th 7-8) pendant 4 min. Ensuite, baissez le four à 200°C (th 6-7), et laissez cuire 8 min. Démoulez tiède.",https://www.marmiton.org/recettes/recette_madeleines-au-citron_44512.aspx,pas noel
Sablés faciles,4.3,364,24k,198,25 min,10,très facile,bon marché,10 min,15 min,"['g de beurre mou en petits morceaux', 'g de sucre', 'oeuf', 'g de farine', 'vanille (liquide ou en sachet)']","Cette recette est d'une facilité infantine : mélangez dans un saladier la farine et le sucre, ajoutez l'oeuf, puis terminez avec le beurre. Pétrissez bien. Ajoutez la vanille (ou autre arôme, selon votre choix). Vous pouvez rajouter un peu de farine si la pâte colle trop aux doigts. Formez des boules assez grosses et placez les sur la plaque de votre four que vous aurez beurrée.
Laissez cuire à 170°C au four pendant 15 min. Chauds ou froids, ces sablés sont un vrai régal pour le palais !",https://www.marmiton.org/recettes/recette_sables-faciles_16111.aspx,pas noel
Tiramisu aux framboises,4.9,362,45k,64,25 min,6,très facile,Coût moyen,25 min,no data,"['oeufs (4 si petits)', 'g de sucre roux (à doser en fonction du sucre des framboises)', 'sachet de sucre vanillé', 'g de mascarpone', 'biscuits à la cuiller', 'lait', 'g de framboises (fraîches ou surgelées)']","Dans le fond d'un plat, disposer des biscuits cuillère trempés dans du lait (cette étape n'est pas obligatoire car ils absorberont le jus des framboises). Dans un saladier, écraser les framboises avec 30 g de sucre avec une fourchette ou presse-purée. Les répartir sur le fond de biscuits et mettre au réfrigérateur. En garder quelques-unes entières pour la décoration. Pendant ce temps, Séparer les blancs des jaunes d'oeufs. Battre les jaunes avec le sucre et le sucre vanillé jusqu'à blanchiment du mélange. Rajouter le mascarpone au fouet. Monter les blancs en neige bien fermes et les incorporer délicatement au mélange précédent avec une cuillère en bois. Verser la préparation sur les framboises. Mettre au réfrigérateur 24 heures avant de servir, voire 48h.",https://www.marmiton.org/recettes/recette_tiramisu-aux-framboises_28919.aspx,pas noel
Tarte amandine aux poires,4.7,360,22k,534,55 min,6,très facile,bon marché,25 min,30 min,"['pâte brisée toute prête', 'boîte de poire au sirop', 'g de beurre', 'g de sucre', 'oeufs', ""g d'amandes en poudre"", 'g de farine', ""cl d'alcool de poire ou autre""]","Mélangez le beurre ramolli au sucre jusqu'à ce que vous obteniez un mélange léger. Ajoutez les oeufs battus,puis les amandes en poudre et la farine tamisée. Parfumez avec l'alcool de poire. Etalez la pâte brisée au fond d'un moule à tarte. Piquez-en le fond et versez-y le mélange. Placez enfin les poires sur le mélange en les enfonçant délicatement. Mettez à cuire 30 mn à four moyen (thermostat 6).",https://www.marmiton.org/recettes/recette_tarte-amandine-aux-poires_14195.aspx,pas noel
Panini au Nutella® et aux fraises,5,1,291,1,2h33,8,très facile,bon marché,13 min,2 h,"['petits pains individuels', 'g de nutella®', 'g de fraises coupées en tranches', 'g de ricotta', 'sucre glace', 'g de farine', 'g de sucre', 'g de sel', 'g de beurre', 'cl de lait entier', ""ml d'eau tiède"", 'g de levure de boulanger sèche']","Dans un bol, faites dissoudre la levure dans l'eau tiède. Versez le tout dans une terrine contenant la farine, le sucre, le sel et le beurre fondu. Ajoutez le lait et mélangez tous les ingrédients jusqu'à obtenir une pâte lisse et homogène. Formez de petites boules de pâte de 40 g chacune, écrasez-les légèrement. Laissez-les lever pendant environ 2 heures. Faites cuire les petits pains dans un four préchauffé à 180°C (thermostat 6) pendant 15 minutes. Coupez les petits pains en deux horizontalement.
Tartinez la moitié inférieure avec du Nutella®.
Ajoutez les fraises et la ricotta et refermez avec la moitié supérieure du petit pain. Placez les panini sous le gril, en veillant à ce que le Nutella® ne fonde pas, puis servez les panini chauds, saupoudrés de sucre glace.",https://www.marmiton.org/recettes/recette_panini-au-nutella-et-aux-fraises_348731.aspx,pas noel
Pancakes : la vraie recette,4.8,347,19k,160,41 min,18,très facile,bon marché,5 min,36 min,"['g de farine', 'pincée de sel', 'cuillère à soupe de sucre', 'sachet de sucre vanillé', 'sachet de levure chimique', 'oeufs', 'cl de lait', 'g de beurre fondu']","Dans un saladier, mélanger farine + sucre + sucre vanillé + levure + sel. Dans un autre récipient, mélanger jaunes d'œufs + lait. Verser ce mélange dans le premier saladier petit à petit afin d’éviter les grumeaux. Ajouter le beurre fondu et bien mélanger. Battre les blancs en neige ferme avec 1 pincée de sel. Les incorporer à la préparation délicatement afin de ne pas les casser. Pour la cuisson, à feu très doux : huiler une petite poêle, mettre 1 louche de préparation puis attendre que toute la surface soit couverte de trous et qu’elle paraisse « sèche » et la retourner pour qu’elle cuise de l’autre côté environ 1 minute.",https://www.marmiton.org/recettes/recette_pancakes-la-vraie-recette_69412.aspx,pas noel
Tarte meringuée au citron,4.6,344,31k,146,1h30,4,facile,bon marché,30 min,1 h,"['pâte brisée ou sablée (selon les goûts)', 'citrons non traités', 'g de sucre', 'g de sucre glace', 'oeufs', 'cl de crème fraîche', 'pincée de sel']","Préchauffer le four à 180°C (thermostat 6) pendant 10 min. Garnir le plat à tarte avec la pâte piquée avec une fourchette. Mettre du papier sulfurisé et recouvrir de haricots secs. Laisser cuire dix minutes (la pâte ne doit pas colorer ou très peu). Dans un saladier, mélanger deux œufs entiers et deux jaunes (mettre les blancs de côté), la crème fraîche et 150 g de sucre. Ensuite, ajouter le jus des deux citrons ainsi que leur zeste râpé très finement. Sortir la pâte du four, enlever les haricots et le papier et mettre le mélange. Enfourner pendant une demi-heure. Pendant ce temps, préparer la meringue : reprendre les blancs de tout à l'heure et y ajouter le blanc du dernier œuf. Mettre une pincée de sel et battre les blancs en neige. Quand ils sont fermes, ajouter doucement le sucre en continuant à battre. Sortir la tarte du four, éteindre le four. Mettre la meringue sur la tarte rapidement et remettre dans le four (éteint). La meringue va prendre une belle teinte dorée.",https://www.marmiton.org/recettes/recette_tarte-meringuee-au-citron_15431.aspx,pas noel
Clafoutis aux cerises express,4.7,343,36k,911,55 min,8,très facile,Coût moyen,10 min,45 min,"['g de cerises bien mûres', ""oeufs + 2 jaunes d'oeufs"", 'cuillères de farine (100 g)', 'cuillères de sucre roux (100 g)', 'l de lait (25 cl)', 'g de beurre', 'pincée de sel', ""cuillère à café d'extrait de vanille"", 'sachet de sucre vanillé (facultatif)']","Lavez et équeutez les cerises. Allumez votre four à thermostat 6/7 (180/200°C). 
Dans un plat à tarte, mettez le beurre puis enfournez-le. Battez les oeufs en omelette, ajoutez la pincée de sel ainsi que le sucre. Mélangez bien (au fouet ou au robot). Ajoutez l'extrait de vanille, mélangez et jetez la farine en pluie. Mélangez bien jusqu'à obtenir un liquide épais et onctueux. Sortez le beure fondu du four, ajoutez-le au liquide puis ajoutez le lait tout en remuant. Une fois mélangé, ajoutez les cerises à la préparation. Avec un essuie-tout, étalez le beurre resté dans le plat pour le graisser, puis ajoutez la préparation. Ajoutez quelques noisettes de beurre par dessus. Enfournez 45 mn (jusqu'à ce que le dessus commence à bien dorer). Dès la sortie du four, saupoudrez de sucre vanillé. Servez tiède.",https://www.marmiton.org/recettes/recette_clafoutis-aux-cerises-express_17365.aspx,pas noel
Gâteau à l'ananas facile,4.6,340,23k,1126,1 h,8,très facile,Coût moyen,15 min,45 min,"[""g d'ananas en tranches, en boîte"", 'oeufs', 'g de sucre en poudre', 'g de beurre', 'g de farine', 'cl de rhum', 'citron', 'sachet de levure', 'g de sucre', ""cuillères à soupe d'eau""]","Egoutter les tranches d'ananas et en garder le sirop. Préparer le caramel. Le verser dans un moule à manqué, bien napper le fond. Préchauffer le four à 180°C. Poser sur le caramel des tranches d'ananas pour recouvrir le fond du moule. Passer le reste des tranches au mixer. Fouetter les oeufs avec le sucre en un mélange mousseux, incorporer le beurre ramolli et coupé en parcelles, la farine, la moitié du rhum, le jus du citron, la levure et la purée d'ananas. Bien mélanger le tout et le verser dans le moule. Cuire 45 à 50 min. Laisser tiédir un peu avant de démouler et d'arroser le gâteau du reste de rhum et du sirop d'ananas.",https://www.marmiton.org/recettes/recette_gateau-a-l-ananas-facile_16263.aspx,pas noel
Bûche de Noël au Nutella®,3.5,4,273,12,1h18,12,facile,bon marché,38 min,30 min,"['g de beurre mou', 'g de sucre glace', 'g de farine', ""blanc d'oeuf"", 'g de cacao en poudre', 'oeufs', 'g de sucre', 'g de farine', 'g de nutella®']","Commencez par la préparation pour la décoration : dans un bol, mélangez le beurre, le sucre glace et le cacao en poudre.
Ajoutez le blanc d’œuf et la farine.
Mélangez le tout. Recouvrez une plaque à pâtisserie de papier cuisson.
Dessinez des pots de Nutella® sur le papier cuisson à l’aide des pochoirs.
Remplissez une poche à douille avec le mélange et recouvrez les formes dessinées sur le papier cuisson. Mettez la plaque au congélateur pendant 15 minutes. Pendant que la décoration repose au réfrigérateur, préparez le mélange pour le roulé.
Battez 2 jaunes d’œuf, 1 œuf et 50 g de sucre jusqu’à obtention d’un mélange homogène.
Ajoutez-y la farine petit à petit. Dans un autre bol, montez en neige les deux blancs d’œufs avec les 50 g de sucre restants.
Incorporez ce mélange au premier. Enlevez la plaque du congélateur.
Déposez la pâte au- dessus des formes dessinées auparavant et étalez-la à l’aide d’une spatule. Enfournez à 180°C (thermostat 6) et laissez cuire environ 10 à 12 minutes. Retirez le gâteau de la plaque de cuisson chaude et déposez-la sur un torchon propre, en veillant à ne pas la casser.
Enroulez le gâteau et recouvrez-le d’un film étirable. Laissez-le reposer au réfrigérateur pendant 10 minutes. Déroulez le gâteau et posez-le sur un papier cuisson.
Remplissez une poche à douille avec du Nutella® et déposez-le par touches sur le gâteau.
Etalez le Nutella® sur le gâteau à l’aide d’une spatule.
Enroulez le gâteau à nouveau. Laissez reposer environ 50 minutes. Coupez les extrémités du gâteau afin de faire apparaître les spirales.
Coupez en tranches et servez.",https://www.marmiton.org/recettes/recette_buche-de-noel-au-nutella_349080.aspx,pas noel
Gâteau au chocolat (seulement pour les enfants!),4.7,339,15k,166,50 min,8,très facile,bon marché,20 min,30 min,"['oeufs', 'verre de sucre', 'verre de farine', 'sachet de levure', 'sachet de sucre vanillé', 'g de chocolat dessert', 'g de beurre']","Dans un saladier, mélanger les oeufs entiers et le sucre. Ajouter la farine, puis mélanger. Ajouter la levure, le sucre vanillé, et mélanger. Dans une casserole, faire fondre le beurre avec le chocolat. Verser ce chocolat fondu dans le mélange (oeufs, sucre, farine, levure, sachet de sucre vanillé. Verser la pâte dans un moule à gâteau. Enfourner à 180°C (thermostat 6), pendant 30 min. Bon appétit à tout le monde!!!",https://www.marmiton.org/recettes/recette_gateau-au-chocolat-seulement-pour-les-enfants_41649.aspx,pas noel
"Tarte aux pommes, miel et amandes",4.5,335,17k,128,1h10,6,très facile,bon marché,40 min,30 min,"['g de pâte feuilletée', 'pommes', 'g de beurre', 'cuillères à soupe de miel', 'g de sucre', ""g d'amandes effilées""]","Préchauffer le four à 210°C. Granir un moule à tarte avec la pâte feuilletée. Couper les pommes en lamelles moyennes et les disposer sur la pâte. Mettre au four une vingtaine de minutes. Dans une casserole, faire fondre le beurre à feu doux. Ajouter le miel, le sucre et les amandes. Napper le dessus de la tarte avec l'appareil encore chaud, et remettre au four quelques minutes pour faire dorer le tout.",https://www.marmiton.org/recettes/recette_tarte-aux-pommes-miel-et-amandes_15227.aspx,pas noel
Petits gâteaux tout chocolat,4.8,334,17k,27,25 min,9,très facile,bon marché,10 min,15 min,"['oeufs', 'g de chocolat dessert', 'g de beurre', 'g de farine', 'g de sucre', 'moules à muffin ou des caissettes en papier']","Préchauffez le four à 200°C (thermostat 6-7) Au bain marie ou micro-ondes, faire fondre 160 g de chocolat cassé en morceaux avec le beurre. Mélanger les oeufs avec le sucre et la farine et ajouter petit à petit le chocolat fondu. Remplir les moules ou caissettes en papier, préalablement beurrés, au 3/4 de pâte et enfoncer un carré de chocolat (ou 1/4 du carré) au centre. A l'aide d'un couteau, hacher le reste du chocolat en pépite, à saupoudrer sur chaque muffins. Faire cuire à mi-hauteur environ 10 minutes.",https://www.marmiton.org/recettes/recette_petits-gateaux-tout-chocolat_36095.aspx,pas noel
Gâteau Banane de Stéph,4.8,335,11k,304,45 min,6,très facile,bon marché,15 min,30 min,"['oeufs', 'g de farine', 'g de sucre', 'paquet de levure', 'g de beurre', 'bananes ou 2 grandes', 'rhum', 'vanille']","Mélanger les oeufs et le sucre. Ajouter le beurre fondu, puis la farine et la levure. Couper les bananes en tous petits morceaux (ou les écraser au choix), et les ajouter au mélange. Aromatiser avec le rhum et la vanille selon les goûts.... Verser le tout dans un moule à cake beurré et fariné. Laisser cuire environ 30 mn à four thermostat 6.",https://www.marmiton.org/recettes/recette_gateau-banane-de-steph_31190.aspx,pas noel
Moelleux au chocolat,0,0,0,0,26 min,4,facile,bon marché,10 min,16 min,"['g de chocolat 50% de cacao', 'g de beurre', 'g de sucre glace', ""jaunes d'oeuf"", ""blanc d'oeuf légèrement fouetté"", 'g de farine à gâteaux']","Faire fondre le chocolat et le beurre au bain-marie. Verser ce mélange dans un saladier et y ajouter le sucre glace. Mélanger. Ajouter les jaunes, la farine et les blancs. Répartir la pâte dans les ramequins. Filmer chaque ramequin. Placer dans le panier vapeur. Verser 20 cl d'eau dans la cuve.
Lancer la cuisson sous pression : 14 min. Manger tiède !",https://www.marmiton.org/recettes/recette_moelleux-au-chocolat_529178.aspx,pas noel
Gaufres à la crème fraîche,4.7,331,15k,73,40 min,20,facile,bon marché,10 min,30 min,"['g de farine', 'g de sucre semoule', 'sachets de sucre vanillé', 'oeufs', 'g de beurre fondu', 'cl de crème fraîche', ""cl d'eau"", 'pincée de sel']","Séparer les blancs d'oeuf des jaunes, mettre les blancs dans un récipient à part. Dans un deuxième récipient, mélanger tous les autres ingrédients en une pâte bien lisse. Monter les blancs d'oeuf en neige bien ferme, les ajouter délicatement à la pâte en soulevant la masse (former des 8 avec une cuillère en bois). Verser une louche de pâte dans l'appareil chauffé et laisser cuire ainsi de suite jusqu'à épuisement du stock ! Déguster les gaufres bien chaudes !",https://www.marmiton.org/recettes/recette_gaufres-a-la-creme-fraiche_44295.aspx,pas noel
Muffins nutella et pépites de chocolat,4.7,331,25k,36,35 min,6,facile,bon marché,15 min,20 min,"['g de farine à levure incorporée', 'g de sucre', 'oeuf', 'g de beurre fondu', 'cl de lait', 'cuillère à café de sel', 'cuillère à café de vanille liquide', 'g de chocolat', 'cuillères à café de nutella']","Préchauffez le four thermostat 7-8 (220°C). Cassez l'oeuf dans un saladier, battez à la fourchette avec le beurre tiédi, le lait et le sel. Incorporez la farine et le sucre ainsi que la vanille liquide sans trop travailler la pate. Ajoutez les pépites de chocolat et mélanger. Disposez dans 6 moules à muffins 1 cuillérée à soupe de pâte puis une grosse cuillère à café de nutella et recouvrez pour terminer par une autre grosse cuillérée à soupe de pâte. Enfournez, à thermostat 7-8 pendant 5 min puis baisser le thermostat à 6 (180°C) et laisser cuire pendant encore 15 min. A la sortie du four, laisser refroidir puis démouler. Ces muffins se dégustent à température ambiante.",https://www.marmiton.org/recettes/recette_muffins-nutella-et-pepites-de-chocolat_57089.aspx,pas noel
Gateau moelleux marbré vanille chocolat,4.7,327,14k,111,50 min,6,très facile,bon marché,20 min,30 min,"['g de farine', 'g de sucre en poudre', 'g de crème fraîche épaisse', 'oeufs', 'paquet de levure chimique', 'pincée de sel', 'g de chocolat noir ou pâtissier', 'g de beurre', 'paquet de sucre vanillé']","Préchauffer le four à 200°C (thermostat 6-7). Dans un robot (plus facile et plus rapide), mélanger la farine, le sucre en poudre, la crème fraîche, les oeufs, la levure et le sel. Faire fondre le chocolat noir avec le beurre. Incorporer le chocolat fondu à la moitié de la pâte. Beurrer un moule à gateau (personnellement, je mets du papier sulfurisé, ça cuit tout aussi bien et ça n'accroche pas au moule lors du démoulage!), et verser les deux appareils en alternant les deux goûts selon l'envie. Saupoudrer avec le sucre vanillé. Enfourner à 200°C (thermostat 6-7) pendant 25 à 30 min. Le gateau est prêt quand la pointe du couteau ressort sèche.",https://www.marmiton.org/recettes/recette_gateau-moelleux-marbre-vanille-chocolat_55247.aspx,pas noel
Le trianon ou royal de Nadine,4.9,325,23k,617,2h15,8,Niveau moyen,bon marché,2 h,15 min,"['oeufs', 'g de sucre en poudre', ""g de poudre de noisette (ou, à la limite, de la poudre d'amandes)"", 'cuillères à soupe de farine rases', 'g de beurre fondu', 'cuillère à café de levure chimique', 'g de pralinoise (voir la photo...poulain 1848)', 'paquet de crêpe dentelle ("" gavottes "", voir photo) soit 9 petits papiers dorés (il y en a 12 au total et le paquet complet fait 125 g)', ""g de pralin (marque vahiné, c'est de la nougatine concassée finement, ce produit n'est pas indispensable)"", 'g de crème entière (liquide ou pas, celle que vous savez monter en chantilly)', 'g de chocolat noir (52% cacao)', ""cl d'alcool de menthe (ricqlès, ou à défaut get 27 voire sirop de menthe, 1 cuillère à soupe)""]","Retrouvez le déroulement de la recette en images ici: http://www.marmiton.org/pratique/ateliers-marmiton_le-trianon-ou-royal_1.aspx Je vous suggère de bien lire la recette et les commentaires en bas de page avant de vous lancer, la réalisation n'en sera que plus facile. Résumé de la recette: Première étape, préparer le biscuit : Imaginez que c'est un biscuit à rouler, c'est le même principe. Pour cela, on casse les œufs et on les bat longtemps avec le sucre, le mélange doit franchement blanchir. On ajoute la farine, la levure, la poudre de noisette et le beurre fondu, et on mélange bien. On pose le moule sur une plaque couverte de papier sulfurisé graissé, on verse la pâte dedans sur une épaisseur de ½ cm pas plus et on fait cuire 10 à 15 minutes à 180°C. Une fois cuit (au toucher il doit être à peine cuit, et peu coloré), poser le fond de biscuit avec le papier sulfurisé sur un torchon humide pour arriver à décoller le papier. Placer le cercle sur le plat de présentation. Reposer le biscuit dedans (avant qu'il ne refroidisse trop, il devient cassant). Là on laisse refroidir 10 minutes, le temps pour nous de préparer la suite. Seconde étape, le praliné feuilleté : Faire fondre la pralinoise au bain-marie, laisser tiédir, écraser les crêpes en grosses paillettes avec un rouleau à pâtisserie, ajouter le pralin et les gavottes à la pralinoise fondue. Étaler sur le fond de biscuit en couche fine, tasser éventuellement avec les mains mouillées d'eau froide. Réfrigérer 30 minutes, ça doit durcir. Troisième couche : la chantilly au chocolat. On attaque cette étape quand le praliné est dur. Faire fondre le chocolat avec un peu de crème (jusqu'à 1/5ème). Monter la crème restante en chantilly : la crème à 30% de matières grasses, hyper froide, le bol passé 30 min au congélateur, et c'est parti ! Incorporer une cuillère de chantilly au chocolat fondu pour le détendre, ajouter l'alcool. Mélanger la chantilly et le chocolat délicatement. Verser dans le cercle par-dessus le reste sur environ 2 cm d'épaisseur (il reste souvent un bol en trop). On lisse le dessus de la crème à la spatule, puis on fait des stries avec une fourchette. On enroule bien le tout dans du film étirable et c'est parti pour au moins 4 heures de réfrigérateur. On pense à faire sa vaisselle (oh là là !!!). Plusieurs heures plus tard… la crème a durci, le gâteau est prêt à être démoulé. On saupoudre de cacao à l'aide d'une passoire. Enfin, on peut décorer avec de la pâte d'amandes, des copeaux de chocolat noir et blanc, des pistaches, des crêpes dentelles… bref ce qu'on veut.",https://www.marmiton.org/recettes/recette_le-trianon-ou-royal-de-nadine_63868.aspx,pas noel
Tartiflette express au Cookeo,0,0,0,0,25 min,4,facile,bon marché,20 min,5 min,"['g de pomme de terre lavées, pelées coupées en cubes', 'g de lardons natures ou fumés', 'oignons pelés et émincés', 'cl de crème liquide', 'g de reblochon taillé en morceaux', 'cl de vin blanc', 'sel et poivre']",Préparer les ingrédients. Colorer les lardons et les oignons. Ajouter les pommes de terre. Ajouter crème et eau. Saler légèrement et poivrer. Cuisson sous pression : 5 mins. Déposer le fromage dessus. Maintenir au chaud 5 min.,https://www.marmiton.org/recettes/recette_tartiflette-express_529192.aspx,pas noel
Langues de chat,4.8,310,34k,251,23 min,6,très facile,bon marché,15 min,8 min,"['g de beurre', 'g de sucre en poudre', 'g de farine', ""blancs d'oeuf"", 'gouttes de vanille ou 1 sachet de sucre vanillé']","Travailler le beurre pour le rendre crémeux, ajouter le sucre, la vanille et la farine. Bien mélanger. Incorporer les blancs d'oeufs. Beurrer la plaque du four et la fariner. Mettre la pâte dans une poche a douille. Etaler des bâtonnets de pâte suffisamment espacés sur la plaque. Faire cuire 7 à 8 min à four chaud (200°C). 
Décoller aussitôt et faire refroidir.",https://www.marmiton.org/recettes/recette_langues-de-chat_14760.aspx,pas noel
Moelleux au chocolat,4.8,312,26k,1071,25 min,6,très facile,bon marché,15 min,10 min,"['g de chocolat', 'g de beurre', 'g de sucre glace', 'g de farine', 'oeufs']","faire fondre le chocolat. Ajouter le beurre en morceaux peu à peu et l'incorporer pour obtenir un crème bien lisse. Mettre la farine et le sucre glace dans un saladier. Ajouter les oeufs entiers et mélanger jusqu'à obtention d'une émulsion homogène. Verser le mélange chocolat-beurre sur cette préparation. Mélanger. Beurrer et fariner 6 moules individuels ou un grand moule. Verser la préparation et mettre à four chaud (200°C) - 10 min pour les petits gâteaux, 15 pour le grand. Servir tiède avec une crème anglaise (le centre doit être coulant) ou servir froid nappé de ganache au chocolat.",https://www.marmiton.org/recettes/recette_moelleux-au-chocolat_17982.aspx,pas noel
Gâteau marbré (recette de grand-mère),4.6,309,16k,804,55 min,8,très facile,bon marché,15 min,40 min,"['g de beurre', 'g de sucre', 'oeufs', 'cuillères à soupe de lait', 'g de farine', 'paquet de levure (chimique)', 'paquet de sucre vanillé', 'g de chocolat en poudre (poulain)']","Travaillez le beurre avec le sucre. Ajoutez les jaunes d'oeufs, le lait, la farine et la levure. Ajoutez les blancs battus en neige. Puis séparez la pâte en deux parties : parfumez l'une à la vanille et l'autre au chocolat. Beurrez (et farinez) un moule à cake. Versez les deux préparations en alternance dans un moule beurré, puis mettez le moule dans le four (thermostat 4-5), pendant environ 40 min.",https://www.marmiton.org/recettes/recette_gateau-marbre-recette-de-grand-mere_57729.aspx,pas noel
Muffins aux pépites de chocolat,4.4,309,12k,224,35 min,12,très facile,bon marché,15 min,20 min,"['g de farine', 'g de cassonade ou sucre blanc', 'g de beurre', 'oeufs', 'cl de lait entier', 'cuillère à café de levure chimique', 'beurre pour les moules', 'g de chocolat']","Préchauffer le four à 200°C (thermostat 6-7).
Faites fondre doucement le beurre dans une casserole à fond épais. Mélanger la farine, le sucre (cassonade) et la levure chimique. Délayer les oeufs avec le lait. Ajouter à la préparation farine-sucre-levure le mélange lait-oeufs et mélangez bien. Ensuite, mélanger le beurre avec cette préparation. Lorsque la pâte devient bien lisse et sans grumeaux (pour cela prendre de la farine fluide) ajouter le chocolat que vous avez cassé en petits morceaux pour faire comme des pépites. Mélangez bien. Verser la préparation dans des moules à muffins beurrés. Enfournez-les et faites cuire à 200°C pendant 20 min. 
Lorsqu'ils sont bien dorés (après 20 mn ou un peu plus) sortez-les du four. Attendez qu'ils refroidissent un peu pour les démoulez et les disposez sur un plat. Régalez-vous !",https://www.marmiton.org/recettes/recette_muffins-aux-pepites-de-chocolat_20636.aspx,pas noel
Pancakes de Noël au Nutella®,5,1,312,1,1 h,4,Niveau moyen,bon marché,30 min,30 min,"['g de farine', 'cuillère à café de levure chimique', 'pincée de sel', 'oeufs', 'g de lait frais entier', 'g de sucre', 'huile végétale', 'g de nutella®', 'groseille pour décorer']","Tamisez ensemble la farine, la levure chimique et le sel. Dans un grand bol, mélangez les oeufs, le lait et le sucre. Mélangez la farine tamisée au mélange précédent jusqu’à obtenir une pâte homogène. Dans une poêle antiadhésive, chauffez à feu moyen, un filet d’huile végétale et versez la pâte en plusieurs fois en utilisant des emporte-pièce ronds de diamètres différents (gros à petit) pour obtenir des pancakes de tailles différentes. N’oubliez jamais de bien huiler les emporte-pièce avant de les utiliser. Étalez le Nutella® sur chaque pancake et assemblez-les en les superposant (en commençant par le plus grand et en finissant par le plus petit) pour former 4 petits sapins de Noël. Chaque sapin contient 15 g de Nutella® au total. Décorez chaque pancake avec quelques groseilles.",https://www.marmiton.org/recettes/recette_pancakes-de-noel-au-nutella_346583.aspx,pas noel
Flan onctueux à la noix de coco,4.6,305,38k,40,55 min,8,très facile,bon marché,15 min,40 min,"['ml de lait concentré sucré (1 boîte)', 'ml de lait de coco (non sucré, ne pas confondre avec la boisson)', 'oeufs', 'pincée de muscade', 'sachet de sucre vanillé', 'cuillère à soupe de caramel liquide']","Préchauffer le four à 180° (thermostat 5/6) Préparer le flan : mélanger le lait concentré et le lait de coco. Ajouter les oeufs bien battus. Rajouter le sucre vanillé, la noix muscade et battre encore le tout assez longtemps. Tapisser le fond du moule de caramel liquide. Verser la préparation. Faire cuire au bain-marie au four pendant 30 à 40 min (vérifier la cuisson avec un couteau). Laisser refroidir, démouler. Décorer. Servir très frais.",https://www.marmiton.org/recettes/recette_flan-onctueux-a-la-noix-de-coco_15839.aspx,pas noel
